code;name;country
16069670;5. Landesklasse Oberland;Austria
16069671;2. Liga North/East (OÖ);Austria
16069672;2. Liga West/North (OÖ);Austria
16082228;2. Klasse Weinviertel N;Austria
16082229;2. Klasse Marchfeld (NÖ);Austria
16089909;2. Klasse Weinviertel S;Austria
16126204;2. Klasse Zillertal (T);Austria
16126205;2. Klasse Central (T);Austria
16129522;1. Klasse South (B);Austria
16154765;2. Landesliga Wien;Austria
16154861;Oberliga A (W);Austria
16154862;Oberliga B (W);Austria
16154863;1. Klasse A (W);Austria
16154864;1. Klasse B (W);Austria
16182815;Austrian 1. Klasse West;Austria
16192449;Austrian Youth Teams;Austria
16233996;NWL Vbg Gr.1;Austria
16233997;NWL Vbg Gr.2;Austria
16234004;Youth League OÖ;Austria
16234008;Youth League NÖ;Austria
16234197;Unterliga East Reserve;Austria
16234207;1.Klasse A Reserve;Austria
16234208;1. Klasse B Reserve;Austria
16234291;Youth League Tirol;Austria
16234668;Future League;Austria
16234717;Youth Competition;Austria
16234739;Reserve League Tirol G3;Austria
16235036;1B Central (ST);Austria
16235037;1B GL East (ST);Austria
16251692;2. Klasse Pulkau/Schmida;Austria
16277559;1. Klasse South (ST);Austria
16302523;Eliteleagu Vorarlberg;Austria
16302524;Regional Division Tyrol;Austria
16302525;Regional Div. Salzburg;Austria
16325006;2. Klasse (W);Austria
16325692;Bezirksklasse Weinviertel;Austria
18097860;Second Division A;Belgium
18097862;Second Division B;Belgium
18097863;Second Division C;Belgium
18097864;Third Division A;Belgium
18097865;Third Division B;Belgium
18097866;Third Division C;Belgium
18097867;Third Division D;Belgium
18111376;Brabant Provincial (Fla);Belgium
19102111;Lower Division;Brazil
19127222;Fourth Division;Brazil
19166136;Lower Division;Venezuela
19166141;Lower Division;Bolivia
19166492;National League;Cuba
19166493;Lower Division;Cuba
20016870;South Atlantic Division;United States
20017135;SPSL;United States
20017552;Premier Division;Antigua and Barbuda
20017554;First Division;Antigua and Barbuda
20031727;Mountain Division;United States
20031797;Northeast Region;United States
20031798;South Region;United States
20031799;Midwest Region;United States
20031800;West Region;United States
20032845;American Soccer League;United States
20033731;Western Conference;United States
20033732;Eastern Conference;United States
20035150;PLSQ;Canada
20037253;Ontario Soccer League;Canada
20047465;Deep South;United States
20047508;USSL Division Two;United States
20500261;League1 Ontario;Canada
20502998;Canadian Premier League;Canada
22014984;"A"" OFG""";Bulgaria
22087062;"B"" Regional Groups""";Bulgaria
23036284;A-Division;Nepal
23038303;Premier League;Iraq
23063354;Premier League;Kuwait
23071760;Pro League;Oman
23077978;Thai League 4 - NE;Thailand
23077979;Thai League 4 - North;Thailand
23077981;Thai League 4 - Bangkok;Thailand
23077982;Thai League 4 - South;Thailand
23078220;Third Division;Macao
23078275;First Division;Kuwait
23078279;Lower Division;Pakistan
23084471;C-League;Cambodia
23084472;Lower Division;Cambodia
23086526;Premier League;Brunei Darussalam
23086527;Lower Division;Brunei Darussalam
23090572;Lower Division;Bangladesh
23090671;Second Division A;Iran
23090672;Second Division B;Iran
23090710;Lower Division;Syria
23090715;Lower Division;Oman
23090849;Lower Division;Qatar
23090900;First Division;Yemen
23090901;Lower Division;Yemen
23090919;Division A;Northern Mariana Islands
23090922;National League;Myanmar
23090960;Lower Division;Myanmar
23090971;Premier League;Mongolia
23090998;Lower Division;Iraq
23091052;West Bank Premier;Palestine
23091053;West Bank Lower;Palestine
23093045;Dhivehi League;Maldives
23099991;Super League;Bhutan
23100525;Premier League;North Korea
23103791;Lower Division;Bhutan
23106020;Premier League;Afghanistan
23110307;Qingdao SL;China
23110313;Shenzhen SL;China
23110315;Guangdong SL;China
23110317;Guangxi SL;China
23110319;Hunan SL;China
23110322;Chengdu SL;China
23110331;Tianjin SL;China
23110333;Dalian SL;China
23110336;Qilu SL;China
23114755;Lower Division;Nepal
23151830;Lower Division;Afghanistan
23151831;Lower Division;Mongolia
23151833;Lower Division;East Timor
23151834;Lower Division;Philippines
23155549;Second Division Grp A;Saudi Arabia
23155550;Second Division Grp B;Saudi Arabia
23159013;Gaza Premier;Palestine
23159015;Gaza Lower;Palestine
23159079;Lower Division;United Arab Emirates
23159508;Lower Division;Laos
23160177;Third Division A;Vietnam
23160178;Third Division B;Vietnam
23160191;Second Division A;Yemen
23160192;Second Division B;Yemen
23161445;Lower Division;Northern Mariana Islands
23162680;B-Division;Nepal
23163225;Lower Division;Taiwan
23179126;Third Division;Hong Kong
23184338;Second League;Cambodia
23184385;Ch'ship League;Bangladesh
23191444;Third Division;Lebanon
23193285;National League 2;Myanmar
23194524;Lower Division;Guam
23194681;Division B;Northern Mariana Islands
23195083;Dzongkhag League;Bhutan
23199309;Second Division;Maldives
23209356;Second Division;French Polynesia
23209357;Lower Division;French Polynesia
23209360;Lower Division;American Samoa
23209361;Round Cup;Cook Islands
23209363;Lower Division;Fiji
23209366;National Ch'ship;Kiribati
23209367;Lower Division;Kiribati
23209368;Lower Division;New Caledonia
23209371;Lower Division;Papua New Guinea
23209372;Lower Division;Samoa
23209374;Lower Division;Solomon Islands
23209375;Lower Division;Tonga
23209377;A-Division;Tuvalu
23209385;Lower Division;Vanuatu
23209398;Division 2;American Samoa
23209503;Lower Division;New Zealand
23210246;Mainland Division 1;New Zealand
23210915;Premier League;Bhutan
23226118;Lower Division;Kuwait
23237487;First Division Grp A;Oman
23237488;First Division Grp B;Oman
23340293;National League;Nepal
23354788;Thai League 4 - East;Thailand
23354789;Thai League 4 - West;Thailand
23354822;Amateur - Central;Thailand
23354823;Amateur - East;Thailand
23354824;Amateur - NE;Thailand
23354825;Amateur - North;Thailand
23354826;Amateur - South;Thailand
23356203;Junior Division;Macao
23370720;Guangxi Lower;China
23388435;Thai League 3 - Upper;Thailand
23388436;Thai League 3 - Lower;Thailand
23396186;Premier Division;East Timor
23396187;Second Division;East Timor
23397138;Premier League;Taiwan
23402297;Non-League;Hong Kong
23404341;Youth Cup;Malaysia
23416509;First League;Mongolia
23446877;Lower Division;North Korea
23448646;Shenzhen Lower;China
23481676;U19 Super League B;China
23482327;U21 League;Myanmar
23482485;Second Division Grp A;Syria
23482486;Second Division Grp B;Syria
23482487;Second Division Grp C;Syria
23482488;Second Division Grp D;Syria
23489925;Premier League;Philippines
23493567;M3 League;Malaysia
24000258;ZNL - Greater Zagreb;Croatia
24000259;ZNL - Krapina;Croatia
24000260;ZNL - Sisak;Croatia
24000261;ZNL - Karlovac;Croatia
24000262;ZNL - Varazdin;Croatia
24000263;ZNL - Koprivnica;Croatia
24000264;ZNL - Bjelovar;Croatia
24000265;ZNL - Rijeka;Croatia
24000266;ZNL - Gosipic;Croatia
24000267;ZNL - Virovitica;Croatia
24000268;ZNL - Pozega;Croatia
24000269;ZNL - Slavonski Brod;Croatia
24000270;ZNL - Zadar;Croatia
24000271;ZNL - Osiejk;Croatia
24000272;ZNL - Sibenik;Croatia
24000273;ZNL - Vukovar;Croatia
24000274;ZNL - Split;Croatia
24000275;ZNL - Pazin;Croatia
24000276;ZNL - Dubrovnik;Croatia
24000277;ZNL - Cakovec;Croatia
24000278;ZNL - Zagreb;Croatia
25060473;Third Division CFL B;Czech Republic
25060474;Fourth Division F;Czech Republic
26031734;Third Division;Cyprus
27001459;Denmark's Series Group 1;Denmark
27001479;Denmark's Series Group 2;Denmark
27001496;Denmark's Series Group 3;Denmark
27065986;Denmark's Series Group 4;Denmark
29138853;Midland Football League;United Kingdom
29236869;JD Cymru North;United Kingdom
29236870;JD Cymru South;United Kingdom
30004922;Isthmian D1N;United Kingdom
30004923;Isthmian D1 SE;United Kingdom
30007231;Combined Counties Premier;United Kingdom
30007232;Eastern Counties Premier;United Kingdom
30007233;Essex Senior;United Kingdom
30007234;Hellenic Premier;United Kingdom
30007235;Southern Counties East;United Kingdom
30007237;NW Counties Premier;United Kingdom
30007238;N'thrn Counties East Prem;United Kingdom
30007239;Northern D1;United Kingdom
30007240;Spartan South Mids Prem;United Kingdom
30007241;Southern Comb;United Kingdom
30007242;United Counties Premier;United Kingdom
30007243;Wessex Premier;United Kingdom
30007244;Western Premier;United Kingdom
30054859;Third Division Prishtina;Kosovo
30054860;Third Division Gjakova;Kosovo
31038501;Isthmian D1 SC;United Kingdom
33000001;League Cup;Finland
33000117;Second Division Group B;Finland
33000118;Second Division Group A;Finland
33000120;Second Division Group C;Finland
33021831;Finnish Third Division;Finland
35010926;3. Liga;Germany
35010927;Regional Div. West;Germany
35024472;Bremen;Germany
35024475;Hamburg;Germany
35024476;Schleswig-Holstein;Germany
35102297;Lower Saxony;Germany
36031104;Regional Division 1;Greece
36031105;Regional Division 2;Greece
36031106;Regional Division 3;Greece
36031107;Regional Division 4;Greece
36031108;Regional Division 5;Greece
36031109;Regional Division 6;Greece
36031110;Regional Division 7;Greece
36031111;Regional Division 8;Greece
36042397;GAD - Athens;Greece
36042398;GAD - Macedonia;Greece
36042399;GAD - Piraeus;Greece
36042400;GAD - Eastern Attica;Greece
36042401;GAD - Western Attica;Greece
36042402;GAD - Grevena;Greece
36042403;GAD - Kozani;Greece
36042404;GAD - Kastoria;Greece
36042405;GAD - Florina;Greece
36042406;GAD - Pella;Greece
36042407;GAD - Kilkis;Greece
36042408;GAD - Imathia;Greece
36042409;GAD - Chalkidiki;Greece
36042410;GAD - Serres;Greece
36042411;GAD - Drama;Greece
36042412;GAD - Kavala;Greece
36042413;GAD - Pieria;Greece
36042414;GAD - Larisa;Greece
36042415;GAD - Trikala;Greece
36042416;GAD - Karditsa;Greece
36042417;GAD - Thessaly;Greece
36042418;GAD - Thraki;Greece
36042419;GAD - Evros;Greece
36042420;GAD - Xanthi;Greece
36042421;GAD - Voiotia;Greece
36042422;GAD - Fokida;Greece
36042423;GAD - Aitoloakarnania;Greece
36042424;GAD - Evrytania;Greece
36042425;GAD - Evoia;Greece
36042426;GAD - Fthiotida;Greece
36042427;GAD - Ipeiros;Greece
36042428;GAD - Thesprotia;Greece
36042429;GAD - Arta;Greece
36042430;GAD - Preveza;Greece
36042431;GAD - Argolida;Greece
36042432;GAD - Achaia;Greece
36042433;GAD - Korinthia;Greece
36042434;GAD - Ileia;Greece
36042435;GAD - Arkadia;Greece
36042436;GAD - Messinia;Greece
36042437;GAD - Lakonia;Greece
36042438;GAD - Zakynthos;Greece
36042439;GAD - Kefallonia & Ithaki;Greece
36042440;GAD - Kerkyra;Greece
36042441;GAD - Kyklades;Greece
36042442;GAD - Dodekanisa;Greece
36042443;GAD - Samos;Greece
36042444;GAD - Chios;Greece
36042445;GAD - Lesvos;Greece
36042446;GAD - Chania;Greece
36042447;GAD - Rethymno;Greece
36042448;GAD - Irakleio;Greece
36042449;GAD - Lasithi;Greece
36513629;Premier League;Sudan
36522289;Pohnpei Premier League;Micronesia (Federated States of)
36522304;YFA Island Wide League;Micronesia (Federated States of)
36527043;Intermediate League;Gibraltar
36532636;National League;Gibraltar
37040965;Erste Divisie;Suriname
37043719;Eerste Klasse Zaterdag A;Netherlands
37043751;Eerste Klasse Zaterdag B;Netherlands
37043752;Eerste Klasse Zaterdag C;Netherlands
37043753;Eerste Klasse Zaterdag D;Netherlands
37043754;Eerste Klasse Zaterdag E;Netherlands
37043755;Eerste Klasse Zondag A;Netherlands
37043756;Eerste Klasse Zondag B;Netherlands
37043757;Eerste Klasse Zondag C;Netherlands
37043758;Eerste Klasse Zondag D;Netherlands
37043759;Eerste Klasse Zondag E;Netherlands
37043760;Eerste Klasse Zondag F;Netherlands
37059991;Dutch Tweede Divisie;Netherlands
37059992;Derde Divisie Zaterdag;Netherlands
37059993;Derde Divisie Zondag;Netherlands
37066039;Dutch Tweede Klasse Zater;Netherlands
37066040;Dutch Tweede Klasse Zater;Netherlands
37066041;Dutch Tweede Klasse Zater;Netherlands
37066042;Dutch Tweede Klasse Zater;Netherlands
37066043;Dutch Tweede Klasse Zater;Netherlands
37066044;Dutch Tweede Klasse Zater;Netherlands
37066045;Dutch Tweede Klasse Zater;Netherlands
37066046;Dutch Tweede Klasse Zater;Netherlands
37066047;Dutch Tweede Klasse Zater;Netherlands
37066048;Dutch Tweede Klasse Zater;Netherlands
37066049;Dutch Tweede Klasse Zonda;Netherlands
37066050;Dutch Tweede Klasse Zonda;Netherlands
37066051;Dutch Tweede Klasse Zonda;Netherlands
37066052;Dutch Tweede Klasse Zonda;Netherlands
37066053;Dutch Tweede Klasse Zonda;Netherlands
37066054;Dutch Tweede Klasse Zonda;Netherlands
37066055;Dutch Tweede Klasse Zonda;Netherlands
37066056;Dutch Tweede Klasse Zonda;Netherlands
37066057;Dutch Tweede Klasse Zonda;Netherlands
37066058;Dutch Tweede Klasse Zonda;Netherlands
37066059;Dutch Tweede Klasse Zonda;Netherlands
37066060;Dutch Tweede Klasse Zonda;Netherlands
37073213;Dutch Derde Klasse Zaterd;Netherlands
37073214;Dutch Derde Klasse Zaterd;Netherlands
37073215;Dutch Derde Klasse Zaterd;Netherlands
37073216;Dutch Derde Klasse Zaterd;Netherlands
37073217;Dutch Derde Klasse Zaterd;Netherlands
37073218;Dutch Derde Klasse Zaterd;Netherlands
37073219;Dutch Derde Klasse Zaterd;Netherlands
37073220;Dutch Derde Klasse Zaterd;Netherlands
37073221;Dutch Derde Klasse Zaterd;Netherlands
38036804;Division III - Kelet;Hungary
38036805;Division III - Közép;Hungary
38036806;Division III - Nyugat;Hungary
38044481;U19 Division II;Hungary
38044505;U19 Lower Division;Hungary
39030708;Second Division;Iceland
39033648;Third Division;Iceland
39037297;Super League;Uganda
39037298;Lower Leagues;Uganda
39052665;U19 Division A;Iceland
39052666;U19 Division B;Iceland
39052667;U19 Division C;Iceland
40026574;Indian Lower Division;India
40035409;U18 NFL Goa Zone;India
40035413;U18 NFL;India
41004312;League One;Indonesia
41042740;League Two;Indonesia
41042746;League Three;Indonesia
41045091;League Four;Indonesia
42016163;A League North;Israel
42016164;A League South;Israel
42021439;B League South A;Israel
42021440;B League South B;Israel
42021441;B League North A;Israel
42021442;B League North B;Israel
42021444;C League Upper Galilee;Israel
42021445;C League Yizre'el;Israel
42021446;C League Central;Israel
42021447;C League Samaria;Israel
42021448;C League Sharon;Israel
42021449;C League Tel-Aviv;Israel
42021450;C League South;Israel
42057767;C League Lower Galilee;Israel
42085480;Youth National North Div.;Israel
42085481;Youth National South Div.;Israel
42085483;Youth State North Div.;Israel
42085484;Youth State South Div.;Israel
42085486;Youth Yizre'el Division;Israel
42085487;Youth North Division;Israel
42085488;Youth North1 Division;Israel
42085489;Youth Shfela Division;Israel
43032015;San Marino League;San Marino
43064519;Eccellenza Abruzzo;Italy
43064520;Eccellenza Basilicata;Italy
43064521;Eccellenza Calabria;Italy
43064522;Eccellenza Campania A;Italy
43064523;Eccellenza Campania B;Italy
43064524;Eccellenza Emilia-Rom. A;Italy
43064525;Eccellenza Emilia-Rom. B;Italy
43064526;Eccellenza Friuli-V.G.;Italy
43064527;Eccellenza Lazio A;Italy
43064528;Eccellenza Lazio B;Italy
43064529;Eccellenza Liguria;Italy
43064530;Eccellenza Lombardia A;Italy
43064531;Eccellenza Lombardia B;Italy
43064532;Eccellenza Lombardia C;Italy
43064533;Eccellenza Marche;Italy
43064534;Eccellenza Molise;Italy
43064535;Eccellenza Piemonte A;Italy
43064536;Eccellenza Piemonte B;Italy
43064537;Eccellenza Puglia;Italy
43064538;Eccellenza Sardegna;Italy
43064539;Eccellenza Sicilia A;Italy
43064540;Eccellenza Sicilia B;Italy
43064541;Eccellenza Toscana A;Italy
43064542;Eccellenza Toscana B;Italy
43064543;Eccellenza Trentino-A.A.;Italy
43064544;Eccellenza Umbria;Italy
43064545;Eccellenza Veneto A;Italy
43064546;Eccellenza Veneto B;Italy
43104614;Promoz. Abruzzo A;Italy
43104615;Promoz. Abruzzo B;Italy
43104616;Promoz. Basilicata;Italy
43104617;Promoz. Calabria A;Italy
43104618;Promoz. Calabria B;Italy
43104619;Promoz. Campania A;Italy
43104620;Promoz. Campania B;Italy
43104621;Promoz. Campania C;Italy
43104622;Promoz. Campania D;Italy
43104623;Promoz. Emilia-Romagna A;Italy
43104624;Promoz. Emilia-Romagna B;Italy
43104625;Promoz. Emilia-Romagna C;Italy
43104626;Promoz. Emilia-Romagna D;Italy
43104627;Promoz. Friuli-V.G. A;Italy
43104628;Promoz. Friuli-V.G. B;Italy
43104629;Promoz. Lazio A;Italy
43104630;Promoz. Lazio B;Italy
43104631;Promoz. Lazio C;Italy
43104632;Promoz. Lazio D;Italy
43104633;Promoz. Liguria A;Italy
43104634;Promoz. Liguria B;Italy
43104635;Promoz. Lombardia A;Italy
43104636;Promoz. Lombardia B;Italy
43104637;Promoz. Lombardia C;Italy
43104638;Promoz. Lombardia D;Italy
43104639;Promoz. Lombardia E;Italy
43104640;Promoz. Lombardia F;Italy
43104642;Promoz. Marche A;Italy
43104643;Promoz. Marche B;Italy
43104644;Promoz. Molise;Italy
43104645;Promoz. Piemonte-VdA A;Italy
43104646;Promoz. Piemonte-VdA B;Italy
43104647;Promoz. Piemonte-VdA C;Italy
43104648;Promoz. Piemonte-VdA D;Italy
43104649;Promoz. Puglia A;Italy
43104650;Promoz. Puglia B;Italy
43104651;Promoz. Sardegna A;Italy
43104652;Promoz. Sardegna B;Italy
43104653;Promoz. Sicilia A;Italy
43104654;Promoz. Sicilia B;Italy
43104655;Promoz. Sicilia C;Italy
43104656;Promoz. Sicilia D;Italy
43104657;Promoz. Toscana A;Italy
43104658;Promoz. Toscana B;Italy
43104659;Promoz. Toscana C;Italy
43104660;Promoz. Alto Adige;Italy
43104661;Promoz. Trentino;Italy
43104662;Promoz. Umbria A;Italy
43104663;Promoz. Umbria B;Italy
43104664;Promoz. Veneto A;Italy
43104665;Promoz. Veneto B;Italy
43104666;Promoz. Veneto C;Italy
43104667;Promoz. Veneto D;Italy
43127172;Serie C/A;Italy
43127173;Serie C/B;Italy
43127174;Serie C/C;Italy
43411771;Prima Cat. Abruzzo A;Italy
43411773;Prima Cat. Abruzzo B;Italy
43411774;Prima Cat. Abruzzo C;Italy
43411775;Prima Cat. Abruzzo D;Italy
43411777;Prima Cat. Alto Adige A;Italy
43411778;Prima Cat. Alto Adige B;Italy
43411779;Prima Cat. Basilicata A;Italy
43411780;Prima Cat. Basilicata B;Italy
43411781;Prima Cat. Calabria A;Italy
43411782;Prima Cat. Calabria B;Italy
43411783;Prima Cat. Calabria C;Italy
43411784;Prima Cat. Calabria D;Italy
43411785;Prima Cat. Campania A;Italy
43411786;Prima Cat. Campania B;Italy
43411787;Prima Cat. Campania C;Italy
43411788;Prima Cat. Campania D;Italy
43411789;Prima Cat. Campania E;Italy
43411790;Prima Cat. Campania F;Italy
43411792;Prima Cat. Emilia-Rom. A;Italy
43411793;Prima Cat. Emilia-Rom. B;Italy
43411794;Prima Cat. Emilia-Rom. C;Italy
43411795;Prima Cat. Emilia-Rom. D;Italy
43411796;Prima Cat. Emilia-Rom. E;Italy
43411797;Prima Cat. Emilia-Rom. F;Italy
43411798;Prima Cat. Emilia-Rom. G;Italy
43411799;Prima Cat. Emilia-Rom. H;Italy
43411800;Prima Cat. Friuli-V.G. A;Italy
43411801;Prima Cat. Friuli-V.G. B;Italy
43411802;Prima Cat. Friuli-V.G. C;Italy
43411803;Prima Cat. Lazio A;Italy
43411804;Prima Cat. Lazio B;Italy
43411805;Prima Cat. Lazio C;Italy
43411806;Prima Cat. Lazio D;Italy
43411807;Prima Cat. Lazio E;Italy
43411808;Prima Cat. Lazio F;Italy
43411809;Prima Cat. Lazio G;Italy
43411810;Prima Cat. Lazio H;Italy
43411811;Prima Cat. Lazio I;Italy
43411812;Prima Cat. Liguria A;Italy
43411813;Prima Cat. Liguria B;Italy
43411814;Prima Cat. Liguria C;Italy
43411815;Prima Cat. Liguria D;Italy
43411816;Prima Cat. Lombardia A;Italy
43411817;Prima Cat. Lombardia B;Italy
43411818;Prima Cat. Lombardia C;Italy
43411819;Prima Cat. Lombardia D;Italy
43411820;Prima Cat. Lombardia E;Italy
43411821;Prima Cat. Lombardia F;Italy
43411823;Prima Cat. Lombardia G;Italy
43411824;Prima Cat. Lombardia H;Italy
43411825;Prima Cat. Lombardia I;Italy
43411826;Prima Cat. Lombardia L;Italy
43411827;Prima Cat. Lombardia M;Italy
43411828;Prima Cat. Lombardia N;Italy
43411829;Prima Cat. Marche A;Italy
43411830;Prima Cat. Marche B;Italy
43411831;Prima Cat. Marche C;Italy
43411832;Prima Cat. Marche D;Italy
43411833;Prima Cat. Molise A;Italy
43411834;Prima Cat. Molise B;Italy
43411836;Prima Cat. Piemonte A;Italy
43411837;Prima Cat. Piemonte B;Italy
43411838;Prima Cat. Piemonte C;Italy
43411839;Prima Cat. Piemonte D;Italy
43411840;Prima Cat. Piemonte E;Italy
43411841;Prima Cat. Piemonte F;Italy
43411842;Prima Cat. Piemonte G;Italy
43411844;Prima Cat. Puglia A;Italy
43411845;Prima Cat. Puglia B;Italy
43411846;Prima Cat. Puglia C;Italy
43411847;Prima Cat. Sardegna A;Italy
43411848;Prima Cat. Sardegna B;Italy
43411849;Prima Cat. Sardegna C;Italy
43411850;Prima Cat. Sardegna D;Italy
43411852;Prima Cat. Sicilia A;Italy
43411853;Prima Cat. Sicilia B;Italy
43411854;Prima Cat. Sicilia C;Italy
43411855;Prima Cat. Sicilia D;Italy
43411856;Prima Cat. Sicilia E;Italy
43411857;Prima Cat. Sicilia F;Italy
43411858;Prima Cat. Sicilia G;Italy
43411859;Prima Cat. Toscana A;Italy
43411860;Prima Cat. Toscana B;Italy
43411861;Prima Cat. Toscana C;Italy
43411862;Prima Cat. Toscana D;Italy
43411863;Prima Cat. Toscana E;Italy
43411864;Prima Cat. Toscana F;Italy
43411865;Prima Cat. Trentino A;Italy
43411866;Prima Cat. Trentino B;Italy
43411867;Prima Cat. Trentino C;Italy
43411868;Prima Cat. Umbria A;Italy
43411869;Prima Cat. Umbria B;Italy
43411870;Prima Cat. Umbria C;Italy
43411871;Prima Cat. Umbria D;Italy
43411872;Seconda Categoria;Italy
43411873;Terza Categoria;Italy
43411874;Prima Cat. Veneto A;Italy
43411875;Prima Cat. Veneto B;Italy
43411876;Prima Cat. Veneto C;Italy
43411877;Prima Cat. Veneto D;Italy
43411878;Prima Cat. Veneto E;Italy
43411879;Prima Cat. Veneto F;Italy
43411880;Prima Cat. Veneto G;Italy
43411881;Prima Cat. Veneto H;Italy
45002926;Tohoku League 2 South;Japan
45002928;Hokkaido Lower;Japan
45002990;Aomori League;Japan
45002991;Akita League;Japan
45002992;Fukushima League;Japan
45002993;Iwate League;Japan
45002994;Miyagi League;Japan
45002995;Yamagata League;Japan
45002996;Chiba League;Japan
45002997;Gunma League;Japan
45002998;Ibaraki League;Japan
45002999;Kanagawa League;Japan
45003000;Saitama League;Japan
45003001;Tochigi League;Japan
45003002;Tokyo League;Japan
45003003;Yamanashi League;Japan
45003004;Aichi League;Japan
45003005;Gifu League;Japan
45003006;Mie League;Japan
45003007;Shizuoka League;Japan
45003008;Fukui League;Japan
45003009;Ishikawa League;Japan
45003010;Nagano League;Japan
45003011;Niigata League;Japan
45003012;Toyama League;Japan
45003013;Hyogo League;Japan
45003014;Kyoto League;Japan
45003015;Nara League;Japan
45003016;Osaka League;Japan
45003017;Shiga League;Japan
45003018;Wakayama League;Japan
45003019;Hiroshima League;Japan
45003020;Okayama League;Japan
45003021;Shimane League;Japan
45003022;Tottori League;Japan
45003023;Yamaguchi League;Japan
45003024;Ehime League;Japan
45003025;Kagawa League;Japan
45003026;Kochi League;Japan
45003027;Tokushima League;Japan
45003028;Fukuoka League;Japan
45003029;Kagoshima League;Japan
45003030;Kumamoto League;Japan
45003031;Miyazaki League;Japan
45003032;Nagasaki League;Japan
45003033;Oita League;Japan
45003034;Saga League;Japan
45003035;Okinawa League;Japan
45003342;Hokkaido Eastern Block;Japan
45003343;Hokkaido Southern Block;Japan
45036299;Hokkaido Sapporo Block;Japan
45082430;Super League;Saint Kitts and Nevis
45082431;Club Championship;Saint Vincent and the Grenadines
45082432;First Division;Saint Lucia
45082433;Elite League;Guyana
45082434;CIFA Premier League;Cayman Islands
45082437;Lower Division;Guyana
45082438;Lower Division;Puerto Rico
45082439;First Division;Saint Kitts and Nevis
45082440;Lower Division;Saint Lucia
45082441;First Division;Saint Vincent and the Grenadines
45082468;Tweede Divise;Suriname
45082480;Promé Division;Curaçao
45082481;Premier League;Dominica
45082484;Lower Division;Curaçao
45082485;First Division;Dominica
45115574;U18 Premier East;Japan
45115575;U18 Premier West;Japan
45115581;U18 Prince - Tokai;Japan
45116776;Hokkaido C/N Block;Japan
47000005;First Division;Andorra
47000006;Second Division;Andorra
47000008;Lower Division;Andorra
47016893;Lower Leagues;Estonia
47053671;Second Division;Malta
47073317;First B League;Estonia
47075710;Second League East;North Macedonia
47075711;Second League West;North Macedonia
49039425;D1R;Réunion
49039426;D2R;Réunion
50046767;Nat 3 - Auvergne RA;France
50046768;Nat 3 - Nouv Aquitaine;France
50046769;Nat 3 - Bretagne;France
50046770;Nat 3 - Centre Val Loire;France
50046771;Nat 3 - Corse - Med;France
50046772;Nat 3 - Grand Est;France
50046773;Nat 3 - Hauts France;France
50046774;Nat 3 - Normandie;France
50046776;Nat 3 - Bourgogne FC;France
50048443;Nat 3 - Occitanie;France
50048444;Nat 3 - Paris Ile France;France
50048445;Nat 3 - Pays de la Loire;France
51013961;Third Division;Mexico
51013967;Third Division Group I;Mexico
51013968;Third Division Group II;Mexico
51013985;Third Division Group III;Mexico
51013986;Third Division Group IV;Mexico
51013987;Third Division Group V;Mexico
51013988;Third Division Group VI;Mexico
51013989;Third Division Group VII;Mexico
51013990;Third Division Group VIII;Mexico
51013991;Third Division Group IX;Mexico
51013992;Third Division Group X;Mexico
51013993;Third Division Group XI;Mexico
51013994;Third Division Group XII;Mexico
51013995;Third Division Group XIII;Mexico
51066838;Serie A Group I;Mexico
51066839;Serie A Group II;Mexico
51066840;Premier League Serie B;Mexico
52005285;Mid Ulster Intermediate B;United Kingdom
52025757;Amateur Division 1C;United Kingdom
52025827;Amateur League 2A;United Kingdom
52029648;Munster First Division;Ireland
52029649;Munster Second Division;Ireland
52029650;Leinster Senior 1A;Ireland
